Category,Subcategory,Local term,English translation,Simple category
Sectarianism,Protestant-Catholic(particularly Ireland),qhukuluza,to encourage someone to take action,Protestant-Catholic(particularly Ireland)
Sectarianism,Protestant-Catholic(particularly Ireland),abantu aba-ruc,a sub-ethnic group within the Chut people.,Protestant-Catholic(particularly Ireland)
Sectarianism,Protestant-Catholic(particularly Ireland),um-Irishi olingisayo,used as ethnic slurs for a stage Irishman,Protestant-Catholic(particularly Ireland)
Sectarianism,Protestant-Catholic(particularly Ireland),abalingisi abngama-Irishi,Irish people who play on stage,Protestant-Catholic(particularly Ireland)
Sectarianism,Protestant-Catholic(particularly Ireland),isithutha kwipolitiki,socio-cultural construct which undermines the potential for political stability,Protestant-Catholic(particularly Ireland)
Sectarianism,Protestant-Catholic(particularly Ireland),umuntu oyi uvf,Ulster loyalist paramilitary group,Protestant-Catholic(particularly Ireland)
Sexist,Anti-woman,isifebe,a casual sex giver,Anti-woman
Sexist,Anti-woman,uyaqhuma,highly responsive to a touch,Anti-woman
Sexist,Anti-woman,inondindwa,a woman who sleeps around,Anti-woman
Sexist,Anti-woman,umahosha,woman who has lots of sexual partners,Anti-woman
Sexist,Anti-woman,tikiline,a woman who sleeps around,Anti-woman
Sexist,Anti-woman,intombazane, intombi,a female person,Anti-woman
Sexist,Anti-woman,iselelesi,a person used for relieving sexual desires,Anti-woman
Sexual,Female anatomy,umdidi,anus,Female anatomy
Sexual,Female anatomy,izince,buttocks,Female anatomy
Sexual,Female anatomy,amabele,breasts,Female anatomy
Sexual,Female anatomy,ibhontjisi,clitoris,Female anatomy
Sexual,Female anatomy,ingquze,vagina,Female anatomy
Sexual,Female anatomy,amabele,nipples,Female anatomy
Slurs,Anti-black,umuntu omnyama,hateful expression of a black skinned person,Anti-black
Slurs,Anti-black,unondindwa,a casual sex giver,Anti-black
Slurs,Anti-black,ingquza emnyama,black womans private parts,Anti-black
Slurs,Anti-black,isigebengu esimnyama,soomeone who is a cruk but black in complexion,Anti-black
Slurs,Anti-black,ikaka amnyama,black feases,Anti-black
Slurs,Anti-black,amakaka amnyama,many black feases,Anti-black
Slurs,Anti-black,inyoka emnyama,black serpant,Anti-black
Slurs,Anti-black,itsotsi omnyama,black skinned thug,Anti-black
Slurs,Anti-black,omnyama,a black skinned person,Anti-black
Slurs,Anti-black,ikhalathi,people of color, an ofspring between black and white people,Anti-black
Slurs,Anti-black,ikhalathi,people of color, an ofspring between black and white people,Anti-black
Slurs,Anti-black,i-negro,An American with Africa enthicity,Anti-black
Slurs,Anti-black,i-nig,Abreviation of an American with Africa enthicity,Anti-black
Slurs,Anti-black,owasekasi,A gang slang word for shrewd friends,Anti-black
Slurs,Anti-black,owasekasi,A gang slang word for shrewd friends,Anti-black
Slurs,Anti-black,odinanayo,Someone who is boring in his/her talks,Anti-black
Slurs,Anti-black,isigcila esimnyama,a black servant,Anti-black
Special terms,Football-specific,Umjuda,insult to a Jewish fan,Football-specific
Special terms,Football-specific,izifebe zamadoda,males who sell sex,Football-specific
Violence,Violent threats,isha,suffer serverly,Violent threats
Violence,Violent threats,ushisiwe,has been punished ,Violent threats
Violence,Violent threats,ugwaziwe,has been stabbed,Violent threats
Violence,Violent threats,dubula,shoot to hurt or kill,Violent threats
Violence,Violent threats,udutjuliwe,already shot,Violent threats
Violence,Violent threats,hlaba,put in a sharp object like injection,Violent threats
