Category,Subcategory,Local term,English translation,Simple category
General abuse,General swearing,suko,bitch,General swearing
General abuse,General swearing,skurwysynu,motherfucker,General swearing
General abuse,General swearing,świnio niemyta,unwashed pig,General swearing
General abuse,General swearing,szczylu,piss,General swearing
General abuse,General swearing,szujo,shit,General swearing
General abuse,General swearing,turku,Turk,General swearing
General abuse,General swearing,zasrańcu,shit,General swearing
General abuse,General swearing,obsrańcu,shit,General swearing
General abuse,General swearing,zgnilizno,thief,General swearing
General abuse,General swearing,złodzieju,thief,General swearing
General abuse,General swearing,chuj,dick,General swearing
General abuse,General swearing,chuja,fuck,General swearing
General abuse,General swearing,chujek,dick,General swearing
General abuse,General swearing,chujem,I dick,General swearing
General abuse,General swearing,chujnia,shit,General swearing
General abuse,General swearing,chujowy,shitty,General swearing
General abuse,General swearing,chujowa,shitty,General swearing
General abuse,General swearing,chujowe,shitty,General swearing
General abuse,General swearing,cipa,cunt,General swearing
General abuse,General swearing,cipę,cunt,General swearing
General abuse,General swearing,cipe,pussy,General swearing
General abuse,General swearing,cipą,cunt,General swearing
General abuse,General swearing,cipie,pussy,General swearing
General abuse,General swearing,dojebać,fuck up,General swearing
General abuse,General swearing,dojebac,fuck,General swearing
General abuse,General swearing,dojebał,fucked up,General swearing
General abuse,General swearing,dojebal,fucked up,General swearing
General abuse,General swearing,dojebała,fucked up,General swearing
General abuse,General swearing,dojebala,fucked up,General swearing
General abuse,General swearing,dojebałem,I fucked up,General swearing
General abuse,General swearing,dojebalem,I fucked up,General swearing
General abuse,General swearing,dojebałam,I fucked up,General swearing
General abuse,General swearing,dojebalam,I fucked up,General swearing
General abuse,General swearing,dojebię,I'll fuck off,General swearing
General abuse,General swearing,dopieprzać,fuck up,General swearing
General abuse,General swearing,dopierdalać,fuck off,General swearing
General abuse,General swearing,dopierdalac,fuck off,General swearing
General abuse,General swearing,dopierdala,she fucked up,General swearing
General abuse,General swearing,dopierdalał,fucked up,General swearing
General abuse,General swearing,dopierdalal,fucked up,General swearing
General abuse,General swearing,dopierdalała,she fucked up,General swearing
General abuse,General swearing,dopierdalala,she fucked up,General swearing
General abuse,General swearing,dopierdoli,they fucked up,General swearing
General abuse,General swearing,dopierdolił,fucked up,General swearing
General abuse,General swearing,dopierdolil,fucked up,General swearing
General abuse,General swearing,dopierdolę,I'll fuck it up,General swearing
General abuse,General swearing,dopierdole,fucked up,General swearing
General abuse,General swearing,dopierdalający,fucking,General swearing
General abuse,General swearing,dopierdalajacy,fucking,General swearing
General abuse,General swearing,dopierdolić,fuck off,General swearing
General abuse,General swearing,dopierdolic,fuck off,General swearing
General abuse,General swearing,dupa,ass,General swearing
General abuse,General swearing,dupie,ass,General swearing
General abuse,General swearing,dupą,ass,General swearing
General abuse,General swearing,dupcia,ass,General swearing
General abuse,General swearing,dupeczka,ass,General swearing
General abuse,General swearing,dupy,ass,General swearing
General abuse,General swearing,dupe,ass,General swearing
General abuse,General swearing,jebać,fuck,General swearing
General abuse,General swearing,jebac,fuck,General swearing
General abuse,General swearing,jebał,fuck,General swearing
General abuse,General swearing,jebal,fuck,General swearing
General abuse,General swearing,jebie,fuck,General swearing
General abuse,General swearing,jebią,fuck,General swearing
General abuse,General swearing,jebia,fuck,General swearing
General abuse,General swearing,jebak,fuck,General swearing
General abuse,General swearing,jebaka,fuck,General swearing
General abuse,General swearing,jebany,fucking,General swearing
General abuse,General swearing,jebane,fucking,General swearing
General abuse,General swearing,jebanka,fuck,General swearing
General abuse,General swearing,jebanko,fuck,General swearing
General abuse,General swearing,jebankiem,fucking,General swearing
General abuse,General swearing,jebanymi,fucking,General swearing
General abuse,General swearing,jebana,fucking,General swearing
General abuse,General swearing,jebanym,fucking,General swearing
General abuse,General swearing,jebanej,fucking,General swearing
General abuse,General swearing,jebaną,fucking,General swearing
General abuse,General swearing,jebani,fucking,General swearing
General abuse,General swearing,jebanych,fucking,General swearing
General abuse,General swearing,jebcie,fuck,General swearing
General abuse,General swearing,jebiący,fucking,General swearing
General abuse,General swearing,jebiacy,fucking,General swearing
General abuse,General swearing,jebiąca,fucking,General swearing
General abuse,General swearing,jebiaca,fucking,General swearing
General abuse,General swearing,jebiącego,fucking,General swearing
General abuse,General swearing,jebiacego,fucking,General swearing
General abuse,General swearing,jebiącej,fucking,General swearing
General abuse,General swearing,jebiacej,fucking,General swearing
General abuse,General swearing,jebię,fuck,General swearing
General abuse,General swearing,jebliwy,fucking,General swearing
General abuse,General swearing,jebnąć,fuck,General swearing
General abuse,General swearing,jebnac,fuck,General swearing
General abuse,General swearing,jebnąc,fucking,General swearing
General abuse,General swearing,jebnać,fuck,General swearing
General abuse,General swearing,jebnął,fucked,General swearing
General abuse,General swearing,jebnal,fuck,General swearing
General abuse,General swearing,jebną,fuck,General swearing
General abuse,General swearing,jebna,fuck,General swearing
General abuse,General swearing,jebnęła,fucked up,General swearing
General abuse,General swearing,jebnela,fuck,General swearing
General abuse,General swearing,jebnie,fuck,General swearing
General abuse,General swearing,jebnij,fuck,General swearing
General abuse,General swearing,kórwa,whore,General swearing
General abuse,General swearing,kurestwo,whore,General swearing
General abuse,General swearing,kurew,fuck,General swearing
General abuse,General swearing,kurewski,whore,General swearing
General abuse,General swearing,kurewska,whore,General swearing
General abuse,General swearing,kurewskiej,fucking,General swearing
General abuse,General swearing,kurewską,fucking,General swearing
General abuse,General swearing,kurewsko,fucking,General swearing
General abuse,General swearing,kurewstwo,whore,General swearing
General abuse,General swearing,kurwa,whore,General swearing
General abuse,General swearing,kurwaa,whore,General swearing
General abuse,General swearing,kurwami,whores,General swearing
General abuse,General swearing,kurwą,whore,General swearing
General abuse,General swearing,kurwe,whore,General swearing
General abuse,General swearing,kurwę,whores,General swearing
General abuse,General swearing,kurwie,bitches,General swearing
General abuse,General swearing,kurwiska,whore,General swearing
General abuse,General swearing,kurwo,whores,General swearing
General abuse,General swearing,kurwy,whores,General swearing
General abuse,General swearing,kurwach,whores,General swearing
General abuse,General swearing,kurwiarz,whore,General swearing
General abuse,General swearing,kurwiący,fucking,General swearing
General abuse,General swearing,kurwica,whore,General swearing
General abuse,General swearing,kurwić,fuck,General swearing
General abuse,General swearing,kurwic,whores,General swearing
General abuse,General swearing,kurwidołek,whore,General swearing
General abuse,General swearing,kurwik,whore,General swearing
General abuse,General swearing,kurwiszcze,whores,General swearing
General abuse,General swearing,kurwiszon,whore,General swearing
General abuse,General swearing,kurwiszona,whore,General swearing
General abuse,General swearing,kurwiszonem,whore,General swearing
General abuse,General swearing,kurwiszony,whore,General swearing
General abuse,General swearing,kutas,dick,General swearing
General abuse,General swearing,kutasa,dick,General swearing
General abuse,General swearing,kutasem,with a dick,General swearing
General abuse,General swearing,kutasy,dicks,General swearing
General abuse,General swearing,kutasów,dicks,General swearing
General abuse,General swearing,kutasow,cock,General swearing
General abuse,General swearing,kutasach,dicks,General swearing
General abuse,General swearing,kutasami,dicks,General swearing
General abuse,General swearing,matkojebca,motherfucker,General swearing
General abuse,General swearing,matkojebcy,motherfuckers,General swearing
General abuse,General swearing,matkojebcą,motherfucker,General swearing
General abuse,General swearing,matkojebcami,motherfuckers,General swearing
General abuse,General swearing,matkojebcach,motherfuckers,General swearing
General abuse,General swearing,najebać,fuck,General swearing
General abuse,General swearing,najebac,fuck,General swearing
General abuse,General swearing,najebał,fucked up,General swearing
General abuse,General swearing,najebal,fucked up,General swearing
General abuse,General swearing,najebała,fucked up,General swearing
General abuse,General swearing,najebala,fucked up,General swearing
General abuse,General swearing,najebane,fucked up,General swearing
General abuse,General swearing,najebany,fucked up,General swearing
General abuse,General swearing,najebaną,fucked up,General swearing
General abuse,General swearing,najebana,fucked up,General swearing
General abuse,General swearing,naopierdalać,fuck off,General swearing
General abuse,General swearing,naopierdalac,fuck off,General swearing
General abuse,General swearing,naopierdalał,he fucked up,General swearing
General abuse,General swearing,naopierdalal,he fucked up,General swearing
General abuse,General swearing,naopierdalała,she fucked up,General swearing
General abuse,General swearing,naopierdalala,she fucked up,General swearing
General abuse,General swearing,napierdalać,fuck off,General swearing
General abuse,General swearing,napierdalac,fuck off,General swearing
General abuse,General swearing,napierdalający,fucking,General swearing
General abuse,General swearing,napierdalajacy,fucking,General swearing
General abuse,General swearing,napierdolić,fuck up,General swearing
General abuse,General swearing,napierdolic,fucked up,General swearing
General abuse,General swearing,nawpierdalać,fuck off,General swearing
General abuse,General swearing,nawpierdalac,fuck off,General swearing
General abuse,General swearing,nawpierdalał,he fucked up,General swearing
General abuse,General swearing,nawpierdalal,he fucked up,General swearing
General abuse,General swearing,nawpierdalała,she fucked up,General swearing
General abuse,General swearing,nawpierdalala,she fucked up,General swearing
General abuse,General swearing,obsrywać,shit,General swearing
General abuse,General swearing,obsrywac,piss,General swearing
General abuse,General swearing,odpieprzać,fuck off,General swearing
General abuse,General swearing,odpieprzac,fuck off,General swearing
General abuse,General swearing,odpieprzy,fuck off,General swearing
General abuse,General swearing,odpieprzył,fucked up,General swearing
General abuse,General swearing,odpieprzyl,fucked off,General swearing
General abuse,General swearing,odpieprzyła,she fucked up,General swearing
General abuse,General swearing,odpieprzyla,she fucked off,General swearing
General abuse,General swearing,odpierdalać,fuck off,General swearing
General abuse,General swearing,odpierdalac,fuck off,General swearing
General abuse,General swearing,odpierdol,fuck off,General swearing
General abuse,General swearing,odpierdolił,fucked off,General swearing
General abuse,General swearing,odpierdolil,fucked off,General swearing
General abuse,General swearing,odpierdoliła,she fucked off,General swearing
General abuse,General swearing,odpierdolila,she fucked off,General swearing
General abuse,General swearing,odpierdoli,fuck off,General swearing
General abuse,General swearing,odpierdalający,fuck off,General swearing
General abuse,General swearing,odpierdolić,fuck off,General swearing
General abuse,General swearing,odpierdolic,fuck off,General swearing
General abuse,General swearing,opierdalać,fuck off,General swearing
General abuse,General swearing,opierdalac,fuck off,General swearing
General abuse,General swearing,opierdala,she fucked up,General swearing
General abuse,General swearing,opierdalający,fucking,General swearing
General abuse,General swearing,opierdalajacy,fucking,General swearing
General abuse,General swearing,opierdol,fuck off,General swearing
General abuse,General swearing,opierdolić,fuck,General swearing
General abuse,General swearing,opierdolic,fuck off,General swearing
General abuse,General swearing,opierdoli,they fucked up,General swearing
General abuse,General swearing,opierdolą,they will fuck up,General swearing
General abuse,General swearing,opierdola,she fucked up,General swearing
General abuse,General swearing,piczka,pimp,General swearing
General abuse,General swearing,pieprznięty,fucked up,General swearing
General abuse,General swearing,pieprzniety,fucked up,General swearing
General abuse,General swearing,pieprzony,fucking,General swearing
General abuse,General swearing,pierdel,fuck,General swearing
General abuse,General swearing,pierdolą,asshole,General swearing
General abuse,General swearing,pierdola,asshole,General swearing
General abuse,General swearing,pierdolący,fucking,General swearing
General abuse,General swearing,pierdolacy,fuckers,General swearing
General abuse,General swearing,pierdoląca,fucking,General swearing
General abuse,General swearing,pierdolaca,motherfucker,General swearing
General abuse,General swearing,pierdol,fuck,General swearing
General abuse,General swearing,pierdole,fuck,General swearing
General abuse,General swearing,pierdolenie,fuck,General swearing
General abuse,General swearing,pierdoleniem,fucking,General swearing
General abuse,General swearing,pierdoleniu,fuck,General swearing
General abuse,General swearing,pierdolę,fuck,General swearing
General abuse,General swearing,pierdolec,fuck,General swearing
General abuse,General swearing,pierdolić,fuck,General swearing
General abuse,General swearing,pierdolic,fuck,General swearing
General abuse,General swearing,pierdolił,fucked,General swearing
General abuse,General swearing,pierdolil,fuck,General swearing
General abuse,General swearing,pierdoliła,she was fucking,General swearing
General abuse,General swearing,pierdolila,fucked,General swearing
General abuse,General swearing,pierdoli,fuck,General swearing
General abuse,General swearing,pierdolnięty,fucking,General swearing
General abuse,General swearing,pierdolniety,fucking,General swearing
General abuse,General swearing,pierdolisz,you fuck,General swearing
General abuse,General swearing,pierdolnąć,fuck,General swearing
General abuse,General swearing,pierdolnac,fuck,General swearing
General abuse,General swearing,pierdolnal,fuck,General swearing
General abuse,General swearing,pierdolnęła,she fucked up,General swearing
General abuse,General swearing,pierdolnela,she fucked up,General swearing
General abuse,General swearing,pierdolnie,fucking,General swearing
General abuse,General swearing,pierdolnij,fuck,General swearing
General abuse,General swearing,pierdolona,fucking,General swearing
General abuse,General swearing,pierdolone,fucking,General swearing
General abuse,General swearing,pierdolony,fucking,General swearing
General abuse,General swearing,pizda,cunt,General swearing
General abuse,General swearing,pizdą,cunt,General swearing
General abuse,General swearing,pizde,cunt,General swearing
General abuse,General swearing,pizdę,cunt,General swearing
General abuse,General swearing,piździe,cunt,General swearing
General abuse,General swearing,pizdzie,cunt,General swearing
General abuse,General swearing,pizdu,cunt,General swearing
General abuse,General swearing,podpierdalać,fuck up,General swearing
General abuse,General swearing,podpierdalac,fuck up,General swearing
General abuse,General swearing,podpierdala,she fucked up,General swearing
General abuse,General swearing,podpierdalający,fucking up,General swearing
General abuse,General swearing,podpierdalajacy,fucking up,General swearing
General abuse,General swearing,podpierdolić,fuck up,General swearing
General abuse,General swearing,podpierdolic,fuck off,General swearing
General abuse,General swearing,podpierdoli,they fucked up,General swearing
General abuse,General swearing,pojeb,fucked up,General swearing
General abuse,General swearing,pojeba,fuck,General swearing
General abuse,General swearing,pojebami,fuckers,General swearing
General abuse,General swearing,pojebani,fucked up,General swearing
General abuse,General swearing,pojebanego,fucked up,General swearing
General abuse,General swearing,pojebanemu,fucked up,General swearing
General abuse,General swearing,pojebany,fucked up,General swearing
General abuse,General swearing,pojebanych,fucked up,General swearing
General abuse,General swearing,pojebanym,fucked up,General swearing
General abuse,General swearing,pojebanymi,fucked up,General swearing
General abuse,General swearing,pojebem,fuck,General swearing
General abuse,General swearing,pojebać,fuck,General swearing
General abuse,General swearing,pojebac,fuck,General swearing
General abuse,General swearing,pojebalo,fucked up,General swearing
General abuse,General swearing,popierdala,she fucked up,General swearing
General abuse,General swearing,popierdalac,fuck off,General swearing
General abuse,General swearing,popierdalać,fuck off,General swearing
General abuse,General swearing,popierdolić,fuck up,General swearing
General abuse,General swearing,popierdolic,fuck off,General swearing
General abuse,General swearing,popierdoli,they fucked up,General swearing
General abuse,General swearing,popierdolonego,fucked up,General swearing
General abuse,General swearing,popierdolonemu,fucked up,General swearing
General abuse,General swearing,popierdolonym,fucked up,General swearing
General abuse,General swearing,popierdolone,fucked up,General swearing
General abuse,General swearing,popierdoleni,fucked up,General swearing
General abuse,General swearing,popierdolony,fucked up,General swearing
General abuse,General swearing,porozpierdalać,fuck off,General swearing
General abuse,General swearing,porozpierdala,she fucked up,General swearing
General abuse,General swearing,porozpierdalac,fuck off,General swearing
General abuse,General swearing,poruchac,fuck,General swearing
General abuse,General swearing,poruchać,fuck,General swearing
General abuse,General swearing,przejebać,fuck,General swearing
General abuse,General swearing,przejebane,fucked,General swearing
General abuse,General swearing,przejebac,fuck,General swearing
General abuse,General swearing,przyjebali,they came,General swearing
General abuse,General swearing,przepierdalać,fuck off,General swearing
General abuse,General swearing,przepierdalac,fuck off,General swearing
General abuse,General swearing,przepierdala,she fucked up,General swearing
General abuse,General swearing,przepierdalający,fucking,General swearing
General abuse,General swearing,przepierdalajacy,fucking,General swearing
General abuse,General swearing,przepierdalająca,fucking,General swearing
General abuse,General swearing,przepierdalajaca,fucking,General swearing
General abuse,General swearing,przepierdolić,fuck off,General swearing
General abuse,General swearing,przepierdolic,fuck off,General swearing
General abuse,General swearing,przyjebać,fuck,General swearing
General abuse,General swearing,przyjebac,fuck,General swearing
General abuse,General swearing,przyjebie,I'll fuck you,General swearing
General abuse,General swearing,przyjebała,she fucked up,General swearing
General abuse,General swearing,przyjebala,she fucked up,General swearing
General abuse,General swearing,przyjebal,he fucked up,General swearing
General abuse,General swearing,przypieprzający,fucking,General swearing
General abuse,General swearing,przypieprzająca,fucking,General swearing
General abuse,General swearing,przypierdalać,fuck off,General swearing
General abuse,General swearing,przypierdalac,fuck off,General swearing
General abuse,General swearing,przypierdala,she fucked up,General swearing
General abuse,General swearing,przypierdoli,they fucked up,General swearing
General abuse,General swearing,przypierdalający,fucking,General swearing
General abuse,General swearing,przypierdalajacy,fucking,General swearing
General abuse,General swearing,przypierdolić,fuck,General swearing
General abuse,General swearing,przypierdolic,fuck,General swearing
General abuse,General swearing,qrwa,fuck,General swearing
General abuse,General swearing,rozjebać,fuck up,General swearing
General abuse,General swearing,rozjebac,fuck,General swearing
General abuse,General swearing,rozjebie,fuck,General swearing
General abuse,General swearing,rozjebała,she fucked up,General swearing
General abuse,General swearing,rozjebią,they will fuck up,General swearing
General abuse,General swearing,rozpierdalać,fuck off,General swearing
General abuse,General swearing,rozpierdalac,fuck off,General swearing
General abuse,General swearing,rozpierdala,she fucked up,General swearing
General abuse,General swearing,rozpierdolić,fuck up,General swearing
General abuse,General swearing,rozpierdolic,fuck up,General swearing
General abuse,General swearing,rozpierdole,fucked up,General swearing
General abuse,General swearing,rozpierdoli,they fucked up,General swearing
General abuse,General swearing,rozpierducha,fucks up,General swearing
General abuse,General swearing,skurwić,fuck,General swearing
General abuse,General swearing,skurwiel,fucker,General swearing
General abuse,General swearing,skurwiela,fucker,General swearing
General abuse,General swearing,skurwielem,fucker,General swearing
General abuse,General swearing,skurwielu,motherfucker,General swearing
General abuse,General swearing,skurwysyn,bastard,General swearing
General abuse,General swearing,skurwysynów,motherfuckers,General swearing
General abuse,General swearing,skurwysynow,motherfucker,General swearing
General abuse,General swearing,skurwysyna,son of a bitch,General swearing
General abuse,General swearing,skurwysynem,son of a bitch,General swearing
General abuse,General swearing,skurwysyny,motherfuckers,General swearing
General abuse,General swearing,skurwysyński,son of a bitch,General swearing
General abuse,General swearing,skurwysynski,son of a bitch,General swearing
General abuse,General swearing,skurwysyństwo,motherfucker,General swearing
General abuse,General swearing,skurwysynstwo,son of a bitch,General swearing
General abuse,General swearing,spieprza,fucks up,General swearing
General abuse,General swearing,spieprzaj,fuck off,General swearing
General abuse,General swearing,spieprzajcie,fuck off,General swearing
General abuse,General swearing,spierdalać,fuck off,General swearing
General abuse,General swearing,spierdalac,fuck off,General swearing
General abuse,General swearing,spierdalał,he fucked up,General swearing
General abuse,General swearing,spierdalała,she fucked up,General swearing
General abuse,General swearing,spierdalal,he fucked up,General swearing
General abuse,General swearing,spierdalalcie,you fuck off,General swearing
General abuse,General swearing,spierdalala,she fucked off,General swearing
General abuse,General swearing,spierdalający,fuck off,General swearing
General abuse,General swearing,spierdalajacy,fuck off,General swearing
General abuse,General swearing,spierdolić,fuck up,General swearing
General abuse,General swearing,spierdolic,fuck off,General swearing
General abuse,General swearing,spierdoli,they fucked up,General swearing
General abuse,General swearing,spierdoliła,she fucked up,General swearing
General abuse,General swearing,spierdoliło,fucked up,General swearing
General abuse,General swearing,spierdolą,they will fuck up,General swearing
General abuse,General swearing,spierdola,fucked up,General swearing
General abuse,General swearing,srać,shit,General swearing
General abuse,General swearing,srac,shit,General swearing
General abuse,General swearing,srający,shitting,General swearing
General abuse,General swearing,srajacy,shitting,General swearing
General abuse,General swearing,srając,shitting,General swearing
General abuse,General swearing,srajac,shitting,General swearing
General abuse,General swearing,sraj,shit,General swearing
General abuse,General swearing,sukinsyn,son of a bitch,General swearing
General abuse,General swearing,sukinsyny,motherfuckers,General swearing
General abuse,General swearing,sukinsynom,motherfuckers,General swearing
General abuse,General swearing,sukinsynowi,son of a bitch,General swearing
General abuse,General swearing,sukinsynów,motherfuckers,General swearing
General abuse,General swearing,sukinsynow,son of a bitch,General swearing
General abuse,General swearing,ujebać,fuck,General swearing
General abuse,General swearing,ujebac,fuck,General swearing
General abuse,General swearing,ujebał,fucked up,General swearing
General abuse,General swearing,ujebal,fucked up,General swearing
General abuse,General swearing,ujebana,fucked up,General swearing
General abuse,General swearing,ujebany,fucked up,General swearing
General abuse,General swearing,ujebie,fuck,General swearing
General abuse,General swearing,ujebała,fucked up,General swearing
General abuse,General swearing,ujebala,fucked up,General swearing
General abuse,General swearing,upierdoli,they fucked up,General swearing
General abuse,General swearing,upierdolić,fuck up,General swearing
General abuse,General swearing,upierdolic,fuck up,General swearing
General abuse,General swearing,upierdolą,they'll fuck up,General swearing
General abuse,General swearing,upierdola,fucks up,General swearing
General abuse,General swearing,upierdoleni,fucked up,General swearing
General abuse,General swearing,wjebać,fuck,General swearing
General abuse,General swearing,wjebac,fuck,General swearing
General abuse,General swearing,wjebie,fuck,General swearing
General abuse,General swearing,wjebią,fuck,General swearing
General abuse,General swearing,wjebia,fuck,General swearing
General abuse,General swearing,wjebiemy,we'll fuck,General swearing
General abuse,General swearing,wjebiecie,fuck you,General swearing
General abuse,General swearing,wkurwiać,piss off,General swearing
General abuse,General swearing,wkurwiac,piss off,General swearing
General abuse,General swearing,wkurwi,piss off,General swearing
General abuse,General swearing,wkurwiacie,you piss off,General swearing
General abuse,General swearing,wkurwiają,piss off,General swearing
General abuse,General swearing,wkurwią,piss off,General swearing
General abuse,General swearing,wpierdalać,fuck off,General swearing
General abuse,General swearing,wpierdalac,fuck off,General swearing
General abuse,General swearing,wpierdalający,fucking,General swearing
General abuse,General swearing,wpierdalajacy,fucking,General swearing
General abuse,General swearing,wpierdolić,fuck,General swearing
General abuse,General swearing,wpierdolic,fuck,General swearing
General abuse,General swearing,wyjebać,fuck,General swearing
General abuse,General swearing,wyjebac,fuck,General swearing
General abuse,General swearing,wyjebali,fucked up,General swearing
General abuse,General swearing,wyjebał,fucked up,General swearing
General abuse,General swearing,wyjebała,fucked up,General swearing
General abuse,General swearing,wyjebały,fucked up,General swearing
General abuse,General swearing,wyjebie,fuck you,General swearing
General abuse,General swearing,wyjebią,fuck,General swearing
General abuse,General swearing,wyjebia,fuck,General swearing
General abuse,General swearing,wyjebiesz,fuck you,General swearing
General abuse,General swearing,wyjebiecie,fuck you,General swearing
General abuse,General swearing,wyjebiemy,we'll fuck,General swearing
General abuse,General swearing,wypieprzać,fuck off,General swearing
General abuse,General swearing,wypieprzac,fuck off,General swearing
General abuse,General swearing,wypieprza,fucks off,General swearing
General abuse,General swearing,wypieprzał,he fucked up,General swearing
General abuse,General swearing,wypieprzal,fucked up,General swearing
General abuse,General swearing,wypieprzała,she fucked up,General swearing
General abuse,General swearing,wypieprzala,she fucked up,General swearing
General abuse,General swearing,wypieprzy,fuck off,General swearing
General abuse,General swearing,wypieprzyła,she fucked up,General swearing
General abuse,General swearing,wypieprzyla,she fucked up,General swearing
General abuse,General swearing,wypieprzył,fucked up,General swearing
General abuse,General swearing,wypieprzyl,fucked up,General swearing
General abuse,General swearing,wypierdal,he fucked up,General swearing
