Category,Subcategory,Local term,English translation,Simple category
Dogwhistle,Crime,escroc,crook,Dogwhistle
Dogwhistle,Crime,valentón,valenton,Dogwhistle
Dogwhistle,Crime,voleur,thief,Dogwhistle
Dogwhistle,Crime,petit voleur,little thief,Dogwhistle
Dogwhistle,Gangs,gang,gang,Dogwhistle
Dogwhistle,Gangs,gangster,gangster,Dogwhistle
Dogwhistle,Gangs,gangsta,gangsta,Dogwhistle
Dogwhistle,Gangs,bande,bandaged,Dogwhistle
Dogwhistle,Gangs,criminel,criminal,Dogwhistle
Dogwhistle,Gangs,criminel,criminal,Dogwhistle
Dogwhistle,Gangs,mécréant,disbeliever,Dogwhistle
Dogwhistle,Gangs,truand,ugly,Dogwhistle
Dogwhistle,Gangs,voyou,thug,Dogwhistle
Family,Geneology,enfoiré,Motherfucker,Family
Family,Geneology,la chatte à ta mère,your mother's pussy,Family
Family,Geneology,fils de pute,son of a bitch,Family
Family,Geneology,mauvais lait,bad milk,Family
Family,Geneology,mauvais sang,bad blood,Family
Family,Geneology,enflure,swelling,Family
Family,Relationships,plan cul,booty call,Family
Family,Relationships,pecho,pecho,Family
Family,Relationships,baise,fucking,Family
Family,Relationships,chatte,cat,Family
Family,Relationships,à cheval,on horseback,Family
Family,Relationships,fesses,buttocks,Family
Family,Relationships,cul,ass,Family
Family,Marriage,femme,women,Family
Family,Marriage,homme,man,Family
Family,Marriage,fiancée,fiancee,Family
Family,Marriage,époux,husband,Family
Family,Marriage,mari,husband,Family
General abuse,General swearing,bâtard,bastard,General abuse
General abuse,General swearing,stupide,dumb,General abuse
General abuse,General swearing,chatte,cat,General abuse
General abuse,General swearing,merde,shit,General abuse
General abuse,General swearing,bite,cock,General abuse
General abuse,General swearing,tête d'oeuf,egg head,General abuse
General abuse,General swearing,merde,shit,General abuse
General abuse,General swearing,salope,slut,General abuse
General abuse,General swearing,trou du cul,asshole,General abuse
General abuse,General swearing,branleur,wanker,General abuse
General abuse,General swearing,putain de brute,fucking brute,General abuse
General abuse,General swearing,bête,stupid,General abuse
General abuse,General swearing,enculé,motherfucker,General abuse
General abuse,General swearing,illégitime,illegitimate,General abuse
General abuse,General swearing,idiot,idiot,General abuse
General abuse,General swearing,imbécile,imbecile,General abuse
General abuse,General swearing,abruti,fool,General abuse
General abuse,General swearing,merde,shit,General abuse
General abuse,General swearing,oh merde,Oh shit,General abuse
General abuse,General swearing,Bon sang !,Damn it !,General abuse
General abuse,General swearing,ça pue,it stinks,General abuse
General abuse,General swearing,putain,whore,General abuse
General abuse,General swearing,phallus,phallus,General abuse
General abuse,General swearing,bite,cock,General abuse
General abuse,General swearing,pigeon,pigeon,General abuse
General abuse,General swearing,machette,machete,General abuse
General abuse,General swearing,tête de machette,machete head,General abuse
General abuse,General swearing,sorcière,witch,General abuse
General abuse,General swearing,maudit,damn,General abuse
General abuse,General swearing,boloss,boloss,General abuse
General abuse,General swearing,trou du cul,asshole,General abuse
General abuse,General swearing,con,con,General abuse
General abuse,General swearing,trou du cul,asshole,General abuse
General abuse,General swearing,bête,stupid,General abuse
General abuse,Paedophilia,sadique,sadistic,General abuse
General abuse,Paedophilia,pédophile,pedophile,General abuse
General abuse,Paedophilia,pédophile,pedophile,General abuse
General abuse,Paedophilia,malade,sick,General abuse
General abuse,Paedophilia,dégénéré,degenerate,General abuse
General abuse,Paedophilia,abuseur d'enfants,child abuser,General abuse
General abuse,Paedophilia,monstre,freak,General abuse
General abuse,Dishonesty,rat,rat,General abuse
General abuse,Dishonesty,cancre,dunce,General abuse
General abuse,Dishonesty,traître,traitor,General abuse
General abuse,Dishonesty,poignardeur de dos,back stabber,General abuse
General abuse,Dishonesty,visage dur,hard-faced,General abuse
General abuse,Dishonesty,face de tableau,table front,General abuse
General abuse,Dishonesty,vipère,viper,General abuse
General abuse,Dishonesty,menteur,liar,General abuse
General abuse,Dishonesty,Judas,Judas,General abuse
General abuse,Dishonesty,trompeur,misleading,General abuse
General abuse,Dishonesty,sans dignité,without dignity,General abuse
General abuse,Dishonesty,traître,traitor,General abuse
General abuse,Dishonesty,perfide,perfidious,General abuse
General abuse,Dishonesty,menteur,liar,General abuse
General abuse,Dishonesty,hypocrite,hypocritical,General abuse
Go back,Go back home,retourne en Afrique,go back to africa,Xenophobic
Go back,Go back home,Va te faire foutre / je t'encule / je t'emmerde,Fuck you / fuck you / fuck you,Xenophobic
Go back,Go back home,Dégagez d'ici,Get out of here,Xenophobic
Go back,Go back home,retournez dans votre jungle,go back to your jungle,Racism
Go back,Go back home,Rentrez dans votre jungle,Enter your jungle,Racism
Go back,Go back home,retourne dans ton trou,go back to your hole,Xenophobic
Go back,Go back home,retourne dans le trou d'où tu viens,go back to the hole you came from,Xenophobic
Go back,Go back home,Dégagez de votre pays,Get out of your country,Xenophobic
Go back,Go back home,retournez d'où vous venez,go back where you came from,Xenophobic
Go back,Go back home,tu n'as rien à faire ici,you have nothing to do here,Xenophobic
Go back,Go back home,rentre chez toi,go home,Xenophobic
Go back,Go back home,retournez avec les singes,go back with the monkeys,Racism
Homophobia,Anti-gay,Pédale,Pedal,Homophobia
Homophobia,Anti-gay,Fiote,Fiote,Homophobia
Homophobia,Anti-gay,Ladyboy,ladyboy,Homophobia
Homophobia,Anti-gay,tafiole,tafiole,Homophobia
Homophobia,Anti-gay,Gay,Gay,Homophobia
Homophobia,Anti-gay,Homo,Homo,Homophobia
Homophobia,Anti-gay,pédé,queer,Homophobia
Homophobia,Anti-gay,lesbienne,lesbian,Homophobia
Homophobia,Anti-gay,Putain,Whore,Homophobia
Homophobia,Anti-gay,Chien,Dog,Homophobia
Homophobia,Anti-gay,Canard,Duck,Homophobia
Homophobia,Anti-gay,nana,girl,Homophobia
Homophobia,Anti-gay,Girlie,Girly,Homophobia
Homophobia,Anti-gay,Petite Femme,Little woman,Homophobia
Homophobia,Anti-gay,trou du cul,asshole,Homophobia
Homophobia,Anti-gay,Tapette,Swatter,Homophobia
Homophobia,Anti-gay,Suceur de bite,cock sucker,Homophobia
Homophobia,Anti-gay,Suceur de queue,tail sucker,Homophobia
Homophobia,Anti-gay,Traînée,Streak,Homophobia
Homophobia,Anti-gay,Cul sec,Bottoms up,Homophobia
Homophobia,Anti-gay,Efféminé,Effeminate,Homophobia
Homophobia,Anti-gay,Homosexuel,Homosexual,Homophobia
Homophobia,Anti-gay,Spécimen,Specimen,Homophobia
Homophobia,Anti-gay,Déviant,Deviant,Homophobia
Homophobia,Anti-gay,Déviant de la nature,Deviant from nature,Homophobia
Homophobia,Anti-gay,Démons,demons,Homophobia
Homophobia,Anti-gay,contre nature,against nature,Homophobia
Homophobia,Anti-gay,Inversé,Reverse,Homophobia
Homophobia,Anti-gay,Tireur,Shooter,Homophobia
Homophobia,Anti-gay,Papillon,Butterfly,Homophobia
Homophobia,Anti-gay,gay pride,gay pride,Homophobia
Homophobia,Anti-gay,putain de pédale,fucking pedal,Homophobia
Homophobia,Anti-gay,suceur,nozzle,Homophobia
Homophobia,Anti-lesbian,bite,cock,Homophobia
Homophobia,Anti-lesbian,queue,tail,Homophobia
Homophobia,Anti-lesbian,garçon manqué,tomboy,Homophobia
Homophobia,Anti-lesbian,garçon manqué,tomboy,Homophobia
Homophobia,Anti-lesbian,lesbienne,lesbian,Homophobia
Homophobia,Anti-lesbian,lesbo,lesbo,Homophobia
Homophobia,Anti-lesbian,digue,dyke,Homophobia
Homophobia,Anti-lesbian,camionneur,trucker,Homophobia
Homophobia,Anti-lesbian,fille ciseaux,girl scissors,Homophobia
Homophobia,Anti-trans,sac à merde,tranny,Transphobia
Homophobia,Anti-trans,trans,trans,Transphobia
Homophobia,Anti-trans,transgenre,transgender,Transphobia
Homophobia,Anti-trans,transsexuels,transwomen,Transphobia
Intracommunity slurs,Racially-motivated,négroïde,Negroid,Racism
Intracommunity slurs,Racially-motivated,métisse,mestizo,Racism
Intracommunity slurs,Racially-motivated,noire,black,Racism
Intracommunity slurs,Racially-motivated,noir,black,Racism
Intracommunity slurs,Racially-motivated,macaque,macaque,Racism
Intracommunity slurs,Racially-motivated,peau sale,dirty skin,Racism
Intracommunity slurs,Racially-motivated,sombre,dark,Racism
Intracommunity slurs,Racially-motivated,peau sombre,dark skin,Racism
Intracommunity slurs,Racially-motivated,couleur de la saleté,dirt color,Racism
Intracommunity slurs,Racially-motivated,esclave,slave,Racism
Possible slurs,Racial,singe,monkey,Racism
Possible slurs,Racial,jungle,jungle,Racism
Possible slurs,Racial,chimpanzé,chimpanzee,Racism
Possible slurs,Racial,primate,primate,Racism
Possible slurs,Racial,singe,monkey,Racism
Possible slurs,Racial,noir,black,Racism
Possible slurs,Racial,orang-outan,orangutan,Racism
Possible slurs,Racial,rasta,rasta,Racism
Possible slurs,Racial,jungle,jungle,Racism
Possible slurs,Racial,communautaire,community,Racism
Possible slurs,Racial,Indien,Indian,Racism
Possible slurs,Racial,primate,primate,Racism
Possible slurs,Antisemitic,juda porc,judah pig,Antisemitism
Possible slurs,Antisemitic,truie juda,judah sow,Antisemitism
Possible slurs,Antisemitic,Juif kapo,Kapo Jew,Antisemitism
Possible slurs,Antisemitic,Sioniste,Zionist,Antisemitism
Possible slurs,Antisemitic,sang sale,dirty blood,Antisemitism
Racial term,Anti-aboriginal,Aborigène,Aboriginal,Racism
Racial term,Anti-aboriginal,Indien,Indian,Racism
Racial term,Anti-aboriginal,indigène,native,Racism
Racial term,Anti-aboriginal,primate,primate,Racism
Racial term,Anti-aboriginal,primitif,primitive,Racism
Racial term,Anti-aboriginal,visage artisanal préhispanique,prehispanic handmade face,Racism
Racial term,Anti-black,noir,black,Racism
Racial term,Anti-black,Afrique,Africa,Racism
Racial term,Anti-black,genou au sol,knee to the ground,Racism
Racial term,Anti-black,nègre,Negro,Racism
Racial term,Anti-black,nègre,Negro,Racism
Racial term,Anti-black,esclave,slave,Racism
Racial term,Anti-black,traîné,dragged,Racism
Racial term,Anti-black,sang sale,dirty blood,Racism
Racial term,Islamophobic,musulman,muslim,Islamophobia
Racial term,Islamophobic,islamique,islamic,Islamophobia
Racial term,Islamophobic,islami,islami,Islamophobia
Racial term,Islamophobic,pakistanais,pakistani,Islamophobia
Racial term,Antisemitic,Juif,Jewish,Antisemitism
Racial term,Antisemitic,antjouif,antjouif,Antisemitism
Racial term,Antisemitic,jouive,enjoy,Antisemitism
Racist narrative,Anti-black,Garçon noir,black boy,Racism
Racist narrative,Anti-black,Voleur noir,black thief,Racism
Racist narrative,Anti-black,Criminalité noire,black crime,Racism
Racist narrative,Anti-black,Criminel noir,black criminal,Racism
Racist narrative,Anti-black,Bande de noirs,Band of blacks,Racism
Racist narrative,Anti-black,Meurtre de Noirs,Murder of blacks,Racism
Racist narrative,Anti-black,Poignard de noir,dagger of black,Racism
Racist narrative,Anti-black,Enfant noir,black child,Racism
Racist narrative,Anti-black,criminel noir,black criminal,Racism
Racist narrative,Anti-black,gang noir,black gang,Racism
Racist narrative,Anti-black,homicide de noir,black homicide,Racism
Racist narrative,Anti-black,arme noire,black weapon,Racism
Racist narrative,Anti-black,vol noir,black flight,Racism
Racist narrative,Anti-black,homme noir,black man,Racism
Racist narrative,Anti-black,crime noir,black felony,Racism
Racist narrative,Anti-black,nègre,Negro,Racism
Racist narrative,Anti-fascists,antisémite,anti-semitic,Antisemitism
Racist narrative,Anti-fascists,terroriste,terrorist,Political
Racist narrative,Anti-fascists,Nazi,Nazi,Political
Racist narrative,Anti-fascists,fanatique,fanatic,Political
Racist narrative,Anti-fascists,anti juif,anti jew,Political
Racist narrative,Anti-fascists,raciste,racist,Political
Racist narrative,Islamphobic,Arabe,Arab,Islamophobia
Racist narrative,Islamphobic,Palestinien,Palestinian,Islamophobia
Racist narrative,Islamphobic,impur,impure,Islamophobia
Racist narrative,Islamphobic,immaculé,immaculate,Islamophobia
Racist narrative,Islamphobic,terroriste,terrorist,Islamophobia
Racist narrative,Islamphobic,bombardier,bomber,Islamophobia
Racist narrative,Rape,lutte contre le viol,rape fighting,Violence
Racist narrative,Rape,gangs de viols,rape gangs,Violence
Racist narrative,Rape,victimes de viols,rape victims,Violence
Racist narrative,Rape,soutenir le viol,support rape,Violence
Racist narrative,White privelege,les filles blanches comptent,white girls matter,Racism
Racist narrative,White privelege,l'esclavage des Blancs,white slavery,Racism
Racist narrative,White privelege,vie des blancs,white life,Racism
Racist narrative,White privelege,jesuisblanc,I am white,Racism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",Papiste,papist,Sectarianism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",tuer tous les Taigs,kill all taigs,Sectarianism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",tous les Taigs sont blancs,all taigs are white,Sectarianism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",Ulster,Ulster,Sectarianism
Sexist,Anti-woman,salope,slut,Sexism
Sexist,Anti-woman,garce,bitch,Sexism
Sexist,Anti-woman,pétasse,bitch,Sexism
Sexist,Anti-woman,traînée,streak,Sexism
Sexist,Anti-woman,chienne,female dog,Sexism
Sexist,Anti-woman,gueuse,beggar,Sexism
Sexist,Anti-woman,pute,whore,Sexism
Sexist,Anti-woman,catin,whore,Sexism
Sexist,Anti-woman,pétrolière,oil,Sexism
Sexist,Female anatomy,garniture,clunge,Sexual
Sexist,Female anatomy,moufle,klunge,Sexual
Sexist,Female anatomy,cache-sexe,muff,Sexual
Sexist,Female anatomy,règles,period,Sexual
Sexist,Female anatomy,cul,vag,Sexual
Sexist,Female anatomy,vagin,vagina,Sexual
Sexual,Female anatomy,cul,ass,Sexual
Sexual,Female anatomy,fesses,buttocks,Sexual
Sexual,Female anatomy,seins,boobs,Sexual
Sexual,Female anatomy,clitoris,clitoris,Sexual
Sexual,Female anatomy,clito,clit,Sexual
Sexual,Female anatomy,chatte,cat,Sexual
Sexual,Female anatomy,nichons,boobs,Sexual
Sexual,Female anatomy,trou de balle,bullet hole,Sexual
Sexual,Female anatomy,cul de chienne,female dog ass,Sexual
Sexual,Female anatomy,pétard,petard,Sexual
Sexual,Female anatomy,popotin,booty,Sexual
Sexual,Female anatomy,fessier,buttock,Sexual
Sexual,Female anatomy,postérieur,posterior,Sexual
Sexual,Male anatomy,bite,cock,Sexual
Sexual,Male anatomy,queue,tail,Sexual
Sexual,Male anatomy,pénis,penis,Sexual
Sexual,Male anatomy,zizi,penis,Sexual
Sexual,Male anatomy,dart,art,Sexual
Sexual,Male anatomy,outil ,tool,Sexual
Sexual,Male anatomy,engin,gear,Sexual
Sexual,Male anatomy,bistouquette,biscuit,Sexual
Sexual,Male anatomy,biroute,biroute,Sexual
Sexual,Sex,jouir,enjoy,Sexual
Sexual,Sex,baiser,kiss,Sexual
Sexual,Sex,éjaculer,ejaculate,Sexual
Sexual,Sex,niquer,fuck,Sexual
Sexual,Sex,chevaucher,ride,Sexual
Sexual,Sex,détruire,destroy,Sexual
Sexual,Sex,pénétrer,enter,Sexual
Sexual,Sex,accoupler,mate,Sexual
Sexual,Sex,coïter,coitate,Sexual
Sexual,Rape,violer,violate,Violence
Sexual,Rape,abuser,abuse,Violence
Sexual,Rape,niquer,fuck,Violence
Sexual,Rape,forcer,force,Violence
Sexual,Rape,outrager,outrage,Violence
Sexual,Rape,violenter,violate,Violence
Slurs,Anti-Gypsy Roma Traveller,voleur,thief,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,chippeur,chipper,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,chipeuse,chipper,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,sale voleur,dirty thief,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,scammer,scammer,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,arnaqueur,scammer,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,canard,duck,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,hackeur,hacker,Anti-GRT
Slurs,Antisemitic,Exrémiste,Extremist,Antisemitism
Slurs,Antisemitic,extrème droite,far right,Antisemitism
Slurs,Antisemitic,racisme,racism,Antisemitism
Slurs,Antisemitic,antisémiste,anti-semitic,Antisemitism
Slurs,Antisemitic,jouif,jolly,Antisemitism
Slurs,Antisemitic,nazi,Nazi,Antisemitism
Slurs,Antisemitic,hitler,Hitler,Antisemitism
Slurs,Islamophobic,tête de chiffon,rag head,Islamophobia
Slurs,Islamophobic,tête de torchon,tea towel head,Islamophobia
Slurs,Islamophobic,sale merde,dirty shit,Islamophobia
Slurs,Islamophobic,déchet,waste,Islamophobia
Slurs,Islamophobic,ordure,garbage,Islamophobia
Slurs,Islamophobic,enflure,swelling,Islamophobia
Slurs,Islamophobic,fiote,fiote,Islamophobia
Special_terms,Football-specific,Bande de nuls,bunch of dummies,Special terms
Special_terms,Football-specific,clochards,bums,Special terms
Special_terms,Football-specific,mercenaires,mercenaries,Special terms
Special_terms,Football-specific,club de nuls,dummies club,Special terms
Violence,Violent threats,brûler,burn,Violence
Violence,Violent threats,brûlé,burned,Violence
Violence,Violent threats,poignarder,stab,Violence
Violence,Violent threats,tirer,pull,Violence
Violence,Violent threats,tiré,drawn,Violence
Violence,Violent threats,fusiller,shoot,Violence
Violence,Violent threats,buter,abut,Violence
Violence,Violent threats,buté,stubborn,Violence
Violence,Violent threats,crever,die,Violence
Violence,Death threats,mort,dead,Violence
Violence,Death threats,mourir,die,Violence
Violence,Death threats,meurt,dies,Violence
Violence,Death threats,pendu,hanged,Violence
Violence,Death threats,pend,hangs,Violence
Violence,Death threats,pendre,hang,Violence
Violence,Death threats,tuer,kill,Violence
Violence,Death threats,tué,kill,Violence
Violence,Death threats,tuer,kill,Violence
Violence,Death threats,tueur,killer,Violence
Violence,Death threats,buter,abut,Violence
Violence,Death threats,shooter,shoot,Violence
Violence,Death threats,tirer,pull,Violence
Violence,Death threats,fusiller,shoot,Violence
Violence,Rape,clochard violé,tramp violated,Violence
Violence,Rape,violé,violated,Violence
Violence,Rape,saynotorapists,saynotorapists,Violence
Violence,Rape,meurt salop,die bitch,Violence
Violence,Rape,crève ordure,garbage die,Violence
Violence,Rape,meurt salope,dies bitch,Violence
Violence,Weaponry,corde,string,Violence
Violence,Weaponry,couteau,knife,Violence
Violence,Weaponry,poignard,dagger,Violence
Violence,Weaponry,pendre,hang,Violence
