Category,Subcategory,Local term,English translation,Simple category
Racist narrative,Rape,attacco sessuale ,rape ,Violence
Racist narrative,White privelege,whitegirlsmatter,whitegirlsmatter,Racism
Racist narrative,White privelege,schiavitù bianca,white slavery,Racism
Racist narrative,White privelege,ragazze bianche,white girls ,Racism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",feniano,fenian,Sectarianism
Sectarianism,"Protestant-Catholic
(particularly Ireland)",papista,papist,Sectarianism
Sexist,Anti-woman,cagna,bitch,Sexism
Sexist,Anti-woman,stronza sensibile,sensitivebitch,Sexism
Sexist,Anti-woman,scoria,slag,Sexism
Sexist,Anti-woman,schiaffeggiatrice,slapper,Sexism
Sexist,Anti-woman,troia,slut,Sexism
Sexist,Anti-woman,puttana,wench,Sexism
Sexist,Anti-woman,puttana,whore,Sexism
Sexist,Anti-woman,baiadera,whore/bitch,Sexism
Sexist,Anti-woman,bella di notte,whore/bitch,Sexism
Sexist,Anti-woman,buona donna,whore/bitch,Sexism
Sexist,Anti-woman,cortigiana,whore/bitch,Sexism
Sexist,Anti-woman,donnaccia,whore/bitch,Sexism
Sexist,Anti-woman,donna da marciapiede,whore/bitch,Sexism
Sexist,Anti-woman,donna di malaffare,whore/bitch,Sexism
Sexist,Anti-woman,donna di strada,whore/bitch,Sexism
Sexist,Anti-woman,malafemmina,whore/bitch,Sexism
Sexist,Anti-woman,meretrice ,whore/bitch,Sexism
Sexist,Anti-woman,mignotta,whore/bitch,Sexism
Sexist,Anti-woman,sgualdrina,whore/bitch,Sexism
Sexist,Anti-woman,taccheggiatrice,whore/bitch,Sexism
Sexist,Anti-woman,zoccola,whore/bitch,Sexism
Sexist,Female anatomy,fica,clunge,Sexual
Sexist,Female anatomy,fessa,klunge,Sexual
Sexist,Female anatomy,patata,muff,Sexual
Sexist,Female anatomy,periodo,periodo,Sexual
Sexist,Female anatomy,vag,vag,Sexual
Sexist,Female anatomy,vagina,vagina,Sexual
Sexist,Female anatomy,passera,vagina,Sexual
Sexist,Female anatomy,Iolanda,vagina,Sexual
Sexist,Female anatomy,Farfalla,vagina,Sexual
Sexist,Female anatomy,Amica ,vagina,Sexual
Sexist,Female anatomy,Topa,vagina,Sexual
Sexist,Female anatomy,patatina ,vagina,Sexual
Sexist,Female anatomy,Figa ,vagina,Sexual
Sexist,Female anatomy,Fregna,vagina,Sexual
Sexist,Female anatomy,Sguercia ,vagina,Sexual
Sexist,Female anatomy,Buco,vagina,Sexual
Sexist,Female anatomy,Vulva,vagina,Sexual
Sexist,Female anatomy,Vongola,vagina,Sexual
Sexist,Female anatomy,Mona,vagina,Sexual
Sexist,Female anatomy,Frittella,vagina,Sexual
Sexist,Female anatomy,Viennetta,vagina,Sexual
Sexist,Female anatomy,Pipa,vagina,Sexual
Sexist,Female anatomy,Prugna ,vagina,Sexual
Sexist,Female anatomy,Patonza,vagina,Sexual
Sexist,Female anatomy,Grotta,vagina,Sexual
Sexist,Female anatomy,Nicchia,vagina,Sexual
Sexist,Female anatomy,Cava,vagina,Sexual
Sexist,Female anatomy,Pesce,vagina,Sexual
Sexist,Female anatomy,Piccione,vagina,Sexual
Sexist,Female anatomy,Gnocca,vagina,Sexual
Sexist,Female anatomy,Tana,vagina,Sexual
Sexist,Female anatomy,Cicogna,vagina,Sexual
Sexist,Female anatomy,Boschetto,vagina,Sexual
Sexist,Female anatomy,Aiuola,vagina,Sexual
Sexual,Female anatomy,culo,ass,Sexual
Sexual,Female anatomy,culetto,booty,Sexual
Sexual,Female anatomy,seno,breasts,Sexual
Sexual,Female anatomy,clitoride,clit,Sexual
Sexual,Female anatomy,figa,pussy,Sexual
Sexual,Female anatomy,tette,tits,Sexual
Sexual,Female anatomy,mazzo,ass,Sexual
Sexual,Female anatomy,bagaglio ,ass,Sexual
Sexual,Female anatomy,sedere,ass,Sexual
Sexual,Female anatomy,balcone,breasts,Sexual
Sexual,Male anatomy,pisello,cock,Sexual
Sexual,Male anatomy,cazzo,dick,Sexual
Sexual,Male anatomy,pene,penis,Sexual
Sexual,Male anatomy,uccello,dick,Sexual
Sexual,Male anatomy,fallo,dick,Sexual
Sexual,Sex,sperma,cum,Sexual
Sexual,Sex,scopare,shag,Sexual
Sexual,Sex,scopata,spaff,Sexual
Sexual,Rape,violentata/violentato,raped,Violence
Sexual,Rape,stuprata/stuprato,raped,Violence
Sexual,Rape,abusata/abusato,raped,Violence
Sexual,Rape,molestata/molestato,harassed/touched/stalked,Violence
Sexual,Sexualised emojis,melanzana,eggplant,Sexual
Sexual,Sexualised emojis,gioccioline,droplets,Sexual
Sexual,Sexualised emojis,pesca ,peach ,Sexual
Slurs,Anti-Gypsy Roma Traveller,zingaro/zingara,gypo,Anti-GRT
Slurs,Anti-Gypsy Roma Traveller,gitano/gitana,gypsy,Anti-GRT
Slurs,Antisemitic,ebreo,kike,Antisemitism
Slurs,Antisemitic,giudeo,kike,Antisemitism
Slurs,Antisemitic,sporco ebreo,kike,Antisemitism
Slurs,Islamophobic,straccione,raghead,Islamophobia
Slurs,Islamophobic,turbante,towelhead,Islamophobia
Slurs,Islamophobic,paki,paki,Islamophobia
Slurs,Islamophobic,musulmano,Muslim,Islamophobia
Violence,Violent threats,bruciare,burn,Violence
Violence,Violent threats,bruciato,burned,Violence
Violence,Violent threats,pugnalare,stab,Violence
Violence,Violent threats,colpire,shoot,Violence
Violence,Violent threats,sparare,shot,Violence
Violence,Death threats,morto,dead,Violence
Violence,Death threats,morire,die,Violence
Violence,Death threats,morire,dying,Violence
Violence,Death threats,impiccare,hang,Violence
Violence,Death threats,impiccato,hanged,Violence
Violence,Death threats,impiccarsi,hanging,Violence
Violence,Death threats,uccidere,kill,Violence
Violence,Death threats,ucciso,killed,Violence
Violence,Death threats,uccisione,killing,Violence
Violence,Death threats,soffocare,suffocate,Violence
Violence,Death threats,annegare,drown,Violence
Violence,Death threats,strozzare,choke,Violence
Violence,Rape,barbone stuprato,bum raped,Violence
Violence,Rape,violentato,raped,Violence
Violence,Rape,direnoaglistupratori,saynotorapists,Violence
Violence,Weaponry,corda,rope,Violence
Violence,Weaponry,coltello,knife,Violence
